"","salinity","temperature","oxygen","fluo"
"784170",34.234,12.37,6.18,0.220108088040055
"784172",34.161,12.417,6.13,0.220108088040055
"784174",34.128,12.459,6.06,0.296665190261531
"784176",34.134,12.447,6.14,0.363611979892144
"784178",34.183,12.424,6.24,0.250420002308894
"784181",34.201,12.433,6.25,0.301029995663981
"784184",34.21,12.482,6.29,0.260071387985075
"784186",34.197,12.559,6.32,0.322219294733919
"784188",34.252,12.514,6.46,0.252853030979893
"784191",34.257,12.517,6.54,0.278753600952829
"784194",34.239,12.571,6.54,0.296665190261531
"784196",34.278,12.464,6.34,0.338456493604605
"784199",34.328,12.422,6.27,0.328379603438738
"784201",34.437,12.359,6.31,0.328379603438738
"784203",34.358,12.371,6.27,0.334453751150931
"784205",34.362,12.386,6.29,0.367355921026019
"784208",34.34,12.398,6.23,0.352182518111362
"784210",34.435,12.308,6.19,0.296665190261531
"784213",34.406,12.318,6.22,0.359835482339888
"784215",34.369,12.344,6.16,0.369215857410143
"784217",34.401,12.29,6.14,0.431363764158987
"784219",34.39,12.297,6.12,0.539076098792777
"784221",34.35,12.318,6.06,0.436162647040756
"784223",34.36,12.318,6.22,0.389166084364532
"784225",34.361,12.311,5.93,0.394451680826216
"784227",34.348,12.314,6.27,0.394451680826216
"784230",34.32,12.32,6.27,0.397940008672038
"784232",34.33,12.311,6.23,0.434568904034199
"784234",34.348,12.291,6.18,0.419955748489758
"784237",34.323,12.308,6.2,0.369215857410143
"784239",34.296,12.301,6.24,0.429752280002408
"784242",34.308,12.284,6.18,0.390935107103379
"784244",34.263,12.311,6.1,0.396199347095736
"784246",34.248,12.328,6.18,0.424881636631067
"784249",34.25,12.328,6.22,0.397940008672038
"784251",34.225,12.33,6.25,0.401400540781544
"784253",34.205,12.335,6.12,0.436162647040756
"784256",34.184,12.338,6.14,0.450249108319361
"784259",34.227,12.324,6,0.399673721481038
"784262",34.25,12.313,6.1,0.311753861055754
"784264",34.25,12.264,6.09,0.376576957056512
"784266",34.241,12.278,6.15,0.357934847000454
"784269",34.248,12.276,6.13,0.397940008672038
"784272",34.274,12.298,6.14,0.361727836017593
"784274",34.32,12.284,6.14,0.465382851448418
"784276",34.289,12.278,6.12,0.376576957056512
"784278",34.281,12.272,6.08,0.3654879848909
"784281",34.293,12.268,6.04,0.382017042574868
"784283",34.31,12.258,6.03,0.372912002970107
"784285",34.315,12.261,6.08,0.350248018334163
"784288",34.339,12.253,6.09,0.350248018334163
"784291",34.324,12.248,6.07,0.334453751150931
"784293",34.338,12.246,6.03,0.315970345456918
"784295",34.356,12.244,6.08,0.296665190261531
"784297",34.36,12.244,6.09,0.344392273685111
"784300",34.355,12.238,6.01,0.322219294733919
"784303",34.346,12.252,6.02,0.2405492482826
"784305",34.351,12.271,6.11,0.292256071356476
"784308",34.358,12.285,6.14,0.28330122870355
"784310",34.337,12.288,6.23,0.344392273685111
"784312",34.334,12.293,6.05,0.290034611362518
"784316",34.347,12.302,6.14,0.311753861055754
"784318",34.345,12.295,6.24,0.267171728403014
"784320",34.34,12.31,6.27,0.247973266361807
"784322",34.341,12.33,6.29,0.20682587603185
"784324",34.338,12.332,6.26,0.243038048686294
"784327",34.338,12.358,6.37,0.238046103128795
"784329",34.357,12.394,6.3,0.212187604403958
"784332",34.348,12.408,6.29,0.230448921378274
"784334",34.34,12.407,6.35,0.344392273685111
"784336",34.29,12.43,6.42,0.307496037913213
"784339",34.223,12.413,6.31,0.348304863048161
"784341",34.205,12.421,6.28,0.354108439147401
"784343",34.211,12.421,6.27,0.376576957056512
"784345",34.202,12.417,6.25,0.356025857193123
"784347",34.251,12.437,6.3,0.264817823009536
"784349",34.273,12.468,6.32,0.296665190261531
"784352",34.273,12.493,6.35,0.285557309007774
"784354",34.266,12.484,6.38,0.305351369446624
"784356",34.275,12.446,6.26,0.305351369446624
"784359",34.271,12.459,6.29,0.264817823009536
"784361",34.266,12.467,6.38,0.363611979892144
"784364",34.282,12.539,6.41,0.369215857410143
"784366",34.306,12.481,6.34,0.372912002970107
"784368",34.308,12.484,6.37,0.324282455297693
"784370",34.34,12.445,6.37,0.357934847000454
"784372",34.371,12.411,6.3,0.356025857193123
"784374",34.341,12.441,6.31,0.33645973384853
"784376",34.405,12.353,6.26,0.363611979892144
"784379",34.412,12.359,6.29,0.372912002970107
"784381",34.388,12.377,6.3,0.409933123331295
"784383",34.456,12.321,6.22,0.385606273598312
"784385",34.452,12.321,6.19,0.359835482339888
"784387",34.389,12.354,6.28,0.344392273685111
"784389",34.409,12.328,6.26,0.432969290874406
"784391",34.379,12.352,6.19,0.439332693830263
"784394",34.366,12.356,6.27,0.450249108319361
"784397",34.362,12.349,6.16,0.406540180433955
"784399",34.372,12.34,6.23,0.418301291319745
"784402",34.371,12.331,6.29,0.426511261364575
"784404",34.367,12.325,6.28,0.442479769064449
"784407",34.366,12.318,6.24,0.418301291319745
"784409",34.361,12.314,6.19,0.383815365980431
"784412",34.376,12.303,6.21,0.390935107103379
"784414",34.373,12.299,6.21,0.298853076409707
"784417",34.372,12.301,6.19,0.372912002970107
"784420",34.367,12.274,6.19,0.33645973384853
"784422",34.347,12.262,6.18,0.313867220369153
"784424",34.322,12.315,6.21,0.419955748489758
"784427",34.193,12.366,6.28,0.478566495593843
"784430",34.167,12.373,6.16,0.474216264076255
"784432",34.162,12.373,6.08,0.436162647040756
"784434",34.191,12.373,6.11,0.487138375477186
"784437",34.244,12.339,6.12,0.320146286111054
"784439",34.218,12.303,6.15,0.440909082065218
"784441",34.252,12.273,6.04,0.332438459915605
"784444",34.272,12.284,6.11,0.298853076409707
"784446",34.271,12.308,6.11,0.385606273598312
"784448",34.256,12.319,6.13,0.326335860928751
"784450",34.269,12.3,6.04,0.429752280002408
"784453",34.266,12.291,5.98,0.344392273685111
"784455",34.282,12.291,6.07,0.352182518111362
"784457",34.285,12.285,6.01,0.447158031342219
"784459",34.29,12.294,5.99,0.33645973384853
"784461",34.355,12.284,5.94,0.27415784926368
"784463",34.344,12.276,6,0.361727836017593
"784466",34.36,12.27,5.96,0.296665190261531
"784469",34.316,12.278,6.03,0.264817823009536
"784471",34.347,12.261,6.03,0.225309281725863
"784473",34.363,12.305,6.13,0.217483944213906
"784476",34.359,12.305,6.06,0.313867220369153
"784479",34.362,12.307,6.07,0.225309281725863
"784481",34.339,12.338,6.14,0.230448921378274
"784483",34.309,12.354,6.28,0.257678574869184
"784486",34.316,12.362,6.09,0.271841606536499
"784488",34.318,12.369,6.19,0.235528446907549
"784490",34.318,12.377,6.18,0.294466226161593
"784492",34.32,12.373,6.28,0.292256071356476
"784494",34.256,12.399,6.34,0.322219294733919
"784496",34.256,12.407,6.34,0.352182518111362
"784498",34.27,12.422,6.26,0.307496037913213
"784500",34.27,12.417,6.25,0.28330122870355
"784503",34.291,12.415,6.29,0.33645973384853
"784506",34.272,12.422,6.3,0.269512944217916
"784508",34.235,12.435,6.35,0.294466226161593
"784511",34.186,12.442,6.28,0.397940008672038
"784513",34.132,12.453,6.31,0.399673721481038
"784515",34.102,12.463,6.14,0.376576957056512
"784518",34.097,12.471,6.07,0.406540180433955
"784520",34.128,12.464,6.21,0.460897842756548
"784522",34.143,12.459,6.2,0.376576957056512
"784525",34.19,12.452,6.19,0.294466226161593
"784527",34.206,12.471,6.24,0.315970345456918
"784529",34.194,12.475,6.26,0.3654879848909
"784532",34.178,12.489,6.5,0.423245873936808
"784534",34.213,12.455,6.22,0.301029995663981
"784536",34.182,12.46,6.22,0.378397900948138
"784538",34.191,12.458,6.27,0.472756449317212
"784540",34.199,12.448,6.28,0.484299839346786
"784542",34.226,12.438,6.21,0.359835482339888
"784544",34.239,12.431,6.25,0.471291711058939
"784547",34.201,12.459,6.29,0.3654879848909
"784549",34.191,12.445,6.29,0.494154594018443
"784551",34.224,12.427,6.24,0.346352974450639
"784553",34.223,12.422,6.27,0.383815365980431
"784556",34.299,12.376,6.21,0.382017042574868
"784558",34.294,12.362,6.18,0.4983105537896
"784561",34.283,12.366,6.15,0.424881636631067
"784563",34.256,12.377,6.17,0.385606273598312
"784565",34.214,12.389,6.24,0.491361693834273
"784568",34.201,12.384,6.34,0.477121254719662
"784571",34.198,12.379,6.17,0.506505032404872
"784573",34.213,12.376,6.33,0.523746466811564
"784575",34.156,12.374,6.31,0.507855871695831
"784577",34.071,12.395,6.24,0.528916700277655
"784580",34.078,12.385,6.09,0.390935107103379
"784582",34.086,12.379,6.11,0.340444114840118
"784584",33.897,12.404,6.17,0.380211241711606
"784587",33.897,12.41,6.19,0.469822015978163
"784589",33.874,12.41,6.17,0.363611979892144
"784591",33.812,12.413,6.17,0.399673721481038
"784593",33.767,12.419,6.18,0.416640507338281
"784595",33.701,12.43,6.11,0.484299839346786
"784598",33.611,12.442,6.2,0.505149978319906
"784601",33.507,12.466,6.07,0.535294120042771
"784603",33.497,12.473,6.11,0.45178643552429
"784605",33.536,12.47,6.09,0.484299839346786
"784607",33.628,12.456,6.11,0.390935107103379
"784610",33.692,12.429,6.15,0.367355921026019
"784613",33.883,12.403,6.09,0.397940008672038
"784615",33.887,12.379,6.1,0.423245873936808
"784617",33.863,12.389,6.11,0.330413773349191
"784620",33.921,12.383,6.01,0.342422680822206
"784622",33.988,12.377,6.01,0.390935107103379
"784624",33.961,12.382,6.04,0.367355921026019
"784627",33.891,12.392,6.05,0.301029995663981
"784629",34.093,12.345,6.02,0.3654879848909
"784632",34.066,12.383,6.15,0.445604203273598
"784634",34.157,12.358,6.19,0.330413773349191
"784636",34.074,12.376,6.17,0.45484486000851
"784638",34.111,12.376,6.15,0.287801729930226
"784640",34.238,12.349,6.17,0.374748346010104
"784643",34.22,12.359,6.18,0.311753861055754
"784645",34.133,12.378,6.2,0.287801729930226
"784648",34.201,12.369,6.2,0.303196057420489
"784650",34.264,12.352,6.16,0.307496037913213
"784652",33.954,12.431,6.29,0.346352974450639
"784654",33.996,12.445,6.22,0.298853076409707
"784657",33.958,12.436,6.19,0.354108439147401
"784659",33.916,12.481,6.26,0.255272505103306
"784662",33.892,12.574,6.27,0.276461804173244
"784664",33.907,12.566,6.32,0.371067862271736
"784666",33.916,12.587,6.38,0.397940008672038
"784668",33.91,12.598,6.47,0.401400540781544
"784671",33.9,12.628,6.56,0.318063334962762
"784673",33.888,12.594,6.3,0.378397900948138
"784675",33.869,12.609,6.3,0.262451089730429
"784677",33.835,12.639,6.33,0.27415784926368
"784680",33.818,12.685,6.34,0.348304863048161
"784682",33.841,12.658,6.27,0.392696953259666
"784684",33.892,12.647,6.27,0.440909082065218
"784687",33.913,12.629,6.32,0.354108439147401
"784689",33.923,12.615,6.36,0.477121254719662
"784692",34.017,12.544,6.34,0.424881636631067
"784695",34.03,12.546,6.32,0.357934847000454
"784697",34.086,12.508,6.31,0.298853076409707
"784699",34.135,12.537,6.35,0.363611979892144
"784702",34.203,12.491,6.32,0.346352974450639
"784704",34.185,12.469,6.28,0.394451680826216
"784707",34.086,12.638,6.49,0.390935107103379
"784710",34.239,12.452,6.28,0.313867220369153
"784713",34.343,12.362,6.2,0.389166084364532
"784715",34.222,12.44,6.2,0.385606273598312
"784717",34.289,12.404,6.17,0.350248018334163
"784719",34.405,12.334,6.12,0.330413773349191
"784721",34.35,12.322,6.09,0.466867620354109
"784725",34.41,12.315,6.07,0.332438459915605
"784727",34.204,12.441,6.24,0.432969290874406
"784729",34.251,12.396,6.14,0.3654879848909
"784733",34.327,12.352,6.13,0.3654879848909
"784735",34.34,12.352,6.09,0.296665190261531
"784737",34.288,12.358,6.12,0.320146286111054
"784740",34.228,12.39,6.17,0.406540180433955
"784742",34.255,12.382,6.13,0.429752280002408
"784744",34.018,12.481,6.22,0.399673721481038
"784747",34.03,12.476,6.25,0.387389826338729
"784749",34.041,12.467,6.16,0.406540180433955
"784752",34.021,12.468,6.17,0.480006942957151
"784754",34.022,12.459,6.17,0.387389826338729
"784756",34.036,12.449,6.19,0.406540180433955
"784759",33.919,12.505,6.22,0.488550716500444
"784761",33.884,12.524,6.23,0.431363764158987
"784763",33.88,12.521,6.2,0.413299764081252
"784766",33.86,12.529,6.24,0.469822015978163
"784768",33.812,12.548,6.25,0.439332693830263
"784771",33.814,12.547,6.29,0.527629900871339
"784773",33.757,12.569,6.21,0.495544337546448
"784775",33.774,12.565,6.16,0.444044795918076
"784777",33.727,12.561,6.18,0.385606273598312
"784779",33.832,12.537,6.19,0.440909082065218
"784782",33.872,12.515,6.18,0.392696953259666
"784784",33.985,12.483,6.16,0.457881896733992
"784786",34.025,12.463,6.18,0.385606273598312
"784788",34.049,12.452,6.17,0.428134794028789
"784791",34.198,12.4,6.09,0.287801729930226
"784794",34.217,12.386,6.07,0.352182518111362
"784796",34.314,12.349,6.08,0.382017042574868
"784798",34.218,12.393,6.04,0.356025857193123
"784800",34.238,12.381,6.01,0.287801729930226
"784803",34.281,12.356,6.01,0.28330122870355
"784805",34.32,12.346,6.07,0.330413773349191
"784808",34.353,12.329,6.12,0.340444114840118
"784810",34.358,12.379,6.07,0.287801729930226
"784813",34.299,12.349,6.07,0.292256071356476
"784815",34.276,12.358,6.1,0.276461804173244
"784818",34.131,12.447,6.2,0.392696953259666
"784820",34.132,12.44,6.18,0.311753861055754
"784822",34.196,12.406,6.14,0.260071387985075
"784825",34.058,12.473,6.26,0.414973347970818
"784827",34.033,12.482,6.27,0.447158031342219
"784829",34.002,12.5,6.25,0.41161970596323
"784831",33.993,12.497,6.25,0.457881896733992
"784834",33.971,12.511,6.3,0.406540180433955
"784836",33.962,12.522,6.29,0.487138375477186
"784838",33.957,12.529,6.28,0.392696953259666
"784841",33.976,12.525,6.26,0.401400540781544
"784843",33.894,12.563,6.35,0.502427119984433
"784845",33.874,12.577,6.38,0.603144372620182
"784848",33.879,12.577,6.37,0.523746466811564
"784850",33.87,12.585,6.34,0.492760389026837
"784853",33.869,12.591,6.36,0.414973347970818
"784855",33.868,12.618,6.32,0.550228353055094
"784857",33.865,12.609,6.31,0.574031267727719
"784861",33.859,12.61,6.22,0.6414741105041
"784863",33.864,12.605,6.2,0.54282542695918
"784866",33.89,12.594,6.24,0.503790683057181
"784868",33.902,12.599,6.29,0.428134794028789
"784870",33.915,12.602,6.31,0.397940008672038
"784873",33.927,12.597,6.32,0.540329474790874
"784876",34.112,12.497,6.23,0.456366033129043
"784878",34.028,12.523,6.25,0.392696953259666
"784880",34.071,12.511,6.24,0.457881896733992
"784882",33.991,12.563,6.3,0.457881896733992
"784884",33.979,12.589,6.38,0.600972895686748
"784886",34.022,12.578,6.39,0.556302500767287
"784888",34.062,12.542,6.31,0.52244423350632
"784891",34.126,12.506,6.31,0.424881636631067
"784893",34.214,12.463,6.28,0.419955748489758
"784895",34.091,12.562,6.34,0.426511261364575
"784898",34.265,12.417,6.2,0.403120521175818
"784901",34.286,12.406,6.25,0.45178643552429
"784903",34.254,12.419,6.25,0.397940008672038
"784905",34.265,12.424,6.22,0.474216264076255
"784907",34.235,12.44,6.17,0.462397997898956
"784909",34.146,12.467,6.26,0.437750562820388
"784911",34.062,12.519,6.27,0.57287160220048
"784913",34.111,12.548,6.18,0.439332693830263
"784916",34.127,12.517,6.18,0.406540180433955
"784918",34.135,12.485,6.22,0.45484486000851
"784921",34.13,12.49,6.22,0.472756449317212
"784923",34.129,12.491,6.18,0.409933123331295
"784925",34.114,12.495,6.15,0.406540180433955
"784927",34.117,12.496,6.14,0.369215857410143
"784930",34.117,12.494,6.18,0.437750562820388
"784932",34.126,12.488,6.19,0.292256071356476
"784934",34.125,12.489,6.18,0.383815365980431
"784936",34.05,12.53,6.22,0.466867620354109
"784939",34.049,12.533,6.19,0.489958479424835
"784941",34.038,12.539,6.2,0.431363764158987
"784943",34.026,12.546,6.15,0.421603926869831
"784946",34.01,12.556,6.17,0.428134794028789
"784949",34.008,12.558,6.19,0.431363764158987
"784951",34.009,12.553,6.18,0.477121254719662
"784954",34.01,12.554,6.15,0.471291711058939
"784956",34.013,12.553,6.2,0.33645973384853
"784958",34.032,12.548,6.17,0.40823996531185
"784960",34.027,12.546,6.18,0.423245873936808
"784963",34.034,12.548,6.19,0.484299839346786
"784965",34.068,12.528,6.16,0.437750562820388
"784968",34.077,12.528,6.18,0.414973347970818
"784971",34.134,12.494,6.18,0.27415784926368
"784973",34.15,12.494,6.18,0.278753600952829
"784975",34.255,12.458,6.16,0.214843848047698
"784978",34.22,12.495,6.14,0.28330122870355
"784981",34.29,12.431,6.14,0.235528446907549
"784983",34.3,12.451,6.09,0.230448921378274
"784985",34.237,12.505,6.12,0.262451089730429
"784988",34.305,12.48,6.11,0.298853076409707
"784990",34.378,12.414,6.13,0.235528446907549
"784992",34.426,12.383,6.12,0.195899652409234
"784994",34.449,12.38,6.14,0.243038048686294
"784996",34.23,12.52,6.22,0.195899652409234
"784998",34.121,12.685,6.25,0.247973266361807
"785001",34.106,12.66,6.25,0.193124598354462
"785004",34.143,12.7,6.24,0.28330122870355
"785006",33.997,12.771,6.35,0.298853076409707
"785008",33.963,12.807,6.33,0.257678574869184
"785011",33.964,12.795,6.38,0.298853076409707
"785012",33.904,12.87,6.38,0.296665190261531
"785014",33.908,12.883,6.43,0.354108439147401
"785016",33.906,12.898,6.45,0.346352974450639
"785018",33.917,12.901,6.46,0.40823996531185
"785021",33.847,12.93,6.51,0.367355921026019
"785023",33.834,12.953,6.54,0.403120521175818
"785025",33.82,12.982,6.54,0.445604203273598
"785027",33.823,12.98,6.5,0.396199347095736
"785029",33.822,12.975,6.57,0.530199698203082
"785032",33.801,13,6.63,0.469822015978163
"785035",33.797,13.002,6.66,0.466867620354109
"785038",33.777,13.008,6.65,0.459392487759231
"785040",33.784,13.012,6.65,0.534026106056135
"785043",33.794,13.028,6.72,0.4983105537896
"785045",33.797,13.031,6.73,0.481442628502305
"785048",33.8,13.008,6.7,0.503790683057181
"785050",33.958,12.829,6.53,0.559906625036113
"785052",33.979,12.798,6.46,0.390935107103379
"785054",33.978,12.817,6.52,0.450249108319361
"785057",34.012,12.79,6.52,0.318063334962762
"785060",34.087,12.689,6.38,0.387389826338729
"785062",34.192,12.593,6.32,0.315970345456918
"785064",34.119,12.638,6.35,0.514547752660286
"785067",34.149,12.628,6.29,0.311753861055754
"785069",34.2,12.619,6.23,0.287801729930226
"785071",34.267,12.513,6.17,0.436162647040756
"785072",34.317,12.473,6.15,0.356025857193123
"785074",34.298,12.487,6.17,0.374748346010104
"785076",34.371,12.458,6.16,0.418301291319745
"785078",34.46,12.382,6.18,0.278753600952829
"785080",34.336,12.463,6.19,0.315970345456918
"785083",34.125,12.548,6.24,0.367355921026019
"785085",34.161,12.556,6.24,0.404833716619938
"785088",34.205,12.522,6.18,0.389166084364532
"785091",33.994,12.695,6.39,0.385606273598312
"785094",33.907,12.745,6.42,0.357934847000454
"785097",33.86,12.773,6.41,0.390935107103379
"785099",33.982,12.693,6.29,0.383815365980431
"785101",33.879,12.754,6.4,0.363611979892144
"785103",33.836,12.787,6.42,0.340444114840118
"785105",33.655,12.894,6.49,0.397940008672038
"785108",33.684,12.874,6.46,0.414973347970818
"785110",33.718,12.847,6.48,0.311753861055754
"785112",33.662,12.879,6.54,0.315970345456918
"785114",33.56,12.928,6.6,0.392696953259666
"785117",33.53,12.929,6.6,0.431363764158987
"785119",33.513,12.939,6.6,0.369215857410143
"785121",33.452,12.963,6.5,0.447158031342219
"785124",33.388,13.006,6.54,0.371067862271736
"785126",33.369,13.02,6.47,0.376576957056512
"785128",33.362,13.019,6.45,0.307496037913213
"785130",33.369,13.012,6.47,0.330413773349191
"785133",33.476,12.935,6.44,0.318063334962762
"785135",33.618,12.859,6.38,0.348304863048161
"785137",33.898,12.734,6.34,0.309630167425899
"785140",33.772,12.807,6.43,0.324282455297693
"785143",33.679,12.867,6.52,0.397940008672038
"785146",33.656,12.898,6.56,0.342422680822206
"785148",33.628,12.956,6.58,0.350248018334163
"785151",33.579,13.074,6.61,0.354108439147401
"785153",33.621,13.051,6.61,0.385606273598312
"785156",33.626,13.122,6.62,0.281033367247728
"785158",33.823,12.876,6.48,0.217483944213906
"785161",33.822,12.875,6.53,0.2405492482826
"785163",34.019,12.752,6.5,0.372912002970107
"785165",34.017,12.762,6.43,0.255272505103306
"785169",34.171,12.704,6.38,0.262451089730429
"785171",34.189,12.806,6.4,0.225309281725863
"785173",33.357,13.433,6.62,0.238046103128795
"785175",32.554,13.951,6.69,0.222716471147583
"785178",32.771,13.863,6.55,0.201397124320451
"785181",32.697,13.83,6.5,0.184691430817599
"785184",32.447,13.915,6.5,0.305351369446624
"785186",32.62,13.83,6.56,0.501059262217751
"785188",32.687,13.947,6.59,0.440909082065218
"785190",32.792,13.873,6.6,0.434568904034199
"785193",32.793,13.915,6.69,0.532754378992498
"785196",32.873,13.885,6.77,0.653212513775344
"785198",32.594,14.025,6.8,0.489958479424835
"785200",32.561,14.073,6.88,0.510545010206612
"785203",33.214,13.516,6.67,0.517195897949974
"785207",33.161,13.529,6.64,0.344392273685111
"785209",32.991,13.721,6.8,0.294466226161593
"785211",33.072,13.637,6.66,0.342422680822206
"785213",33.099,13.509,6.65,0.363611979892144
"785215",33.077,13.49,6.62,0.338456493604605
"785217",33.173,13.487,6.71,0.363611979892144
"785219",33.318,13.279,6.75,0.404833716619938
"785221",33.3,13.358,6.81,0.397940008672038
"785223",33.586,13.179,6.65,0.460897842756548
"785225",33.872,12.904,6.53,0.334453751150931
"785227",33.845,12.897,6.58,0.296665190261531
"785229",33.618,13.113,6.69,0.426511261364575
"785232",33.904,12.817,6.48,0.469822015978163
"785234",33.911,12.847,6.55,0.301029995663981
"785236",33.779,12.96,6.61,0.271841606536499
"785238",34.251,12.6,6.28,0.294466226161593
"785241",34.129,12.674,6.35,0.324282455297693
"785244",34.266,12.599,6.31,0.330413773349191
"785248",34.353,12.516,6.27,0.269512944217916
"785250",34.321,12.565,6.29,0.392696953259666
"785252",34.338,12.587,6.28,0.390935107103379
"785254",34.275,12.533,6.28,0.324282455297693
"785257",34.33,12.598,6.27,0.309630167425899
"785261",34.272,12.583,6.25,0.453318340047038
"785263",33.662,12.979,6.54,0.509202522331103
"785265",33.391,13.277,6.5,0.285557309007774
"785267",33.453,13.199,6.45,0.326335860928751
"785270",33.453,13.167,6.37,0.318063334962762
"785272",33.267,13.261,6.42,0.389166084364532
"785275",33.305,13.286,6.44,0.494154594018443
"785277",33.346,13.233,6.38,0.531478917042255
"785279",33.265,13.273,6.47,0.460897842756548
"785281",33.172,13.313,6.46,0.577491799837225
"785283",33.213,13.298,6.51,0.403120521175818
"785285",33.267,13.26,6.52,0.352182518111362
"785287",33.141,13.267,6.53,0.326335860928751
"785290",33.312,13.175,6.6,0.227886704613674
"785292",33.416,13.153,6.4,0.326335860928751
"785294",33.298,13.212,6.32,0.230448921378274
"785296",33.347,13.213,6.32,0.214843848047698
"785298",33.506,13.141,6.37,0.214843848047698
"785300",33.398,13.171,6.34,0.2405492482826
"785302",33.556,13.072,6.36,0.28330122870355
"785304",33.696,12.998,6.39,0.301029995663981
"785308",33.869,12.897,6.41,0.357934847000454
"785310",33.917,12.843,6.43,0.271841606536499
"785312",33.942,12.813,6.48,0.2405492482826
"785314",33.893,12.866,6.51,0.269512944217916
"785316",33.9,12.839,6.48,0.278753600952829
"785319",34.221,12.629,6.36,0.328379603438738
"785321",34.326,12.562,6.33,0.340444114840118
"785323",34.476,12.473,6.31,0.330413773349191
"785326",34.448,12.478,6.34,0.382017042574868
"785328",34.387,12.537,6.34,0.387389826338729
"785331",34.401,12.519,6.34,0.305351369446624
"785333",34.431,12.536,6.32,0.281033367247728
"785335",34.501,12.456,6.3,0.385606273598312
"785338",34.527,12.441,6.33,0.267171728403014
"785341",34.449,12.517,6.35,0.14921911265538
"785343",34.43,12.544,6.38,0.178976947293169
"785347",34.38,12.66,6.46,0.260071387985075
"785349",34.47,12.594,6.43,0.230448921378274
"785351",34.311,12.632,6.39,0.20682587603185
"785353",34.045,12.87,6.54,0.262451089730429
"785355",33.957,12.905,6.55,0.278753600952829
"785357",33.937,12.996,6.58,0.318063334962762
"785359",33.844,13.035,6.61,0.260071387985075
"785361",33.806,13.126,6.56,0.434568904034199
"785363",33.741,13.184,6.6,0.290034611362518
"785366",33.737,13.201,6.59,0.318063334962762
"785368",33.722,13.221,6.64,0.320146286111054
"785371",33.737,13.187,6.69,0.429752280002408
"785373",33.754,13.149,6.61,0.352182518111362
"785375",33.751,13.145,6.74,0.59659709562646
"785377",33.77,13.133,6.64,0.371067862271736
"785380",33.798,13.096,6.6,0.322219294733919
"785382",33.793,13.132,6.74,0.338456493604605
"785386",33.977,12.925,6.58,0.376576957056512
"785388",34.092,12.81,6.52,0.492760389026837
"785390",34.112,12.793,6.51,0.357934847000454
"785392",34.154,12.751,6.44,0.212187604403958
"785395",34.238,12.671,6.41,0.257678574869184
"785397",34.316,12.632,6.36,0.184691430817599
"785399",34.322,12.61,6.36,0.403120521175818
"785401",34.292,12.62,6.35,0.243038048686294
"785404",34.294,12.615,6.35,0.276461804173244
"785406",34.364,12.588,6.34,0.324282455297693
